user_id,nickname,user_real_nickname,start_date,sum_reply,sum_son_reply,sum_emotion,recent_n_reply,recent_n_deleted,recent_n_emotion,recent_rate_emotion,recent_rate_self_delete,total_reply,heavy
iG0x,lbh2****,캐리왕짐캐리,2007-04-09,"2,580",265,16992,70,0,149,68%,0%,2845,0.0
2XHqf,h815****,h81,2018-03-17,"1,560","1,014",7963,31,0,43,83%,0%,2574,0.0
4ddJb,myun****,명성,2014-04-22,"8,271",823,38423,136,0,416,57%,0%,9094,0.0
6UiqZ,seon****,seo,2019-01-05,"1,701",0,4564,71,0,352,78%,0%,1701,0.0
35qRG,ckst****,ckstmaos6,2007-02-27,"8,815","2,951",58123,131,0,379,60%,0%,11766,1.0
54CXb,kty1****,구상나무,2014-07-28,"8,076",75,44548,121,0,664,90%,0%,8151,0.0
dZA9Z,pcj5****,pcj,2021-11-23,728,148,1378,31,0,41,85%,0%,876,0.0
3DIgk,jong****,철산거사,2014-06-11,"4,395",188,28689,142,2,707,72%,1%,4583,0.0
7b8E7,ginn****,gin,2015-06-17,"14,860","2,280",236041,192,11,"1,701",77%,6%,17140,1.0
1dmSc,yo53****,오칼라,2017-02-24,"2,827",1,4670,27,0,19,100%,0%,2828,0.0
6Zoey,kbs3****,거리귀신,2015-05-30,"8,067","1,816",25030,32,0,34,74%,0%,9883,1.0
Tj64,iowe****,ioweulife,2020-02-25,"4,363",24,10343,140,3,261,69%,2%,4387,0.0
3KuDX,pine****,Hansjo,2013-10-01,"3,518",702,19370,68,2,165,75%,3%,4220,0.0
7NK2X,kyun****,kyu,2017-03-10,"1,162",0,3008,0,0,0,0%,0%,1162,0.0
3BR70,kjho****,kjh,2020-07-30,"1,875",4,3876,131,0,439,82%,0%,1879,0.0
3snRr,taka****,노마드베프,2020-10-28,12,4,37,0,0,0,0%,0%,16,0.0
pBhb,ts47****,ts47880,2013-07-11,"1,900",77,9022,300,6,"1,064",90%,2%,1977,0.0
ahYy0,kang****,kang,2018-09-10,"8,813",697,28869,212,2,436,63%,1%,9510,1.0
4R4Ye,kjrj****,kjr,2016-05-13,304,36,443,0,0,0,0%,0%,340,0.0
3bjUV,kth8****,kth,2009-04-02,"2,202",40,8986,76,0,285,76%,0%,2242,0.0
7ypkc,teah****,tea,2020-03-03,"3,916",823,25502,138,0,642,95%,0%,4739,0.0
1rNSC,nosa****,nosary2,2021-03-05,"1,022",9,4378,89,0,453,86%,0%,1031,0.0
3ddHJ,aere****,마데카,2015-11-18,"3,906",848,30875,291,0,534,66%,0%,4754,0.0
ajXJ,didg****,did,2006-06-12,"3,972",708,13391,117,1,519,89%,1%,4680,0.0
3jpQx,yjhl****,영웅,2012-12-04,93,41,1099,1,0,4,100%,0%,134,0.0
62aAB,8402****,륙삼일륙,2016-11-13,"4,795","12,693",26237,206,3,185,86%,1%,17488,1.0
7WnVr,yung****,알또랑,2018-04-15,"5,078",992,27391,25,0,21,88%,0%,6070,0.0
YOL5,jh99****,jh9,2008-05-09,"5,422",306,18775,108,0,751,92%,0%,5728,0.0
Tl2P,hwmi****,넉살,2006-06-03,"1,602",189,5166,30,8,68,80%,27%,1791,0.0
2BJJQ,agh0****,바티칸,2006-05-20,"5,774","3,137",38857,109,0,300,57%,0%,8911,0.0
cKvcC,ldi0****,ldi,2020-07-02,670,3,1117,13,0,30,75%,0%,673,0.0
evEz,open****,산골농부,2006-04-14,"3,662",357,11147,236,10,378,63%,4%,4019,0.0
3YRUM,fm2m****,풍차마을,2014-03-20,"10,023","1,103",15166,268,0,"1,038",76%,0%,11126,1.0
12b62,kimt****,montes 7,2014-07-23,"3,028",1,5069,441,271,"1,200",28%,61%,3029,0.0
231nk,tltl****,fjsklfe,2012-05-23,"2,457",183,88797,136,5,"1,651",71%,4%,2640,0.0
Obd2,ppk3****,ppk333,2006-04-10,"15,229",961,102454,135,33,422,68%,24%,16190,1.0
4lmDy,kcbb****,kcb,2014-10-20,387,0,35290,161,108,"3,942",81%,67%,387,0.0
Ui72,1372****,아끼다,2014-08-23,"2,436",299,15207,88,1,415,65%,1%,2735,0.0
hI1a,jsk2****,땅콩,2014-09-05,"1,784",2,6569,6,0,12,63%,0%,1786,0.0
bMDzI,natu****,nat,2019-04-21,"10,585","1,177",83601,384,1,"1,596",59%,0%,11762,1.0
pKwY,yygu****,끼토산,2006-11-27,"5,444","1,350",19533,397,0,"1,329",59%,0%,6794,0.0
2aUdf,soso****,앵커링,2007-06-23,"1,112",82,14413,41,1,126,87%,2%,1194,0.0
dIBop,pang****,타나토스,2021-04-23,"1,380",0,4060,33,3,118,91%,9%,1380,0.0
2Iqar,toef****,LTD,2019-10-01,719,28,2595,49,0,173,60%,0%,747,0.0
LhqX,lsyb****,PilsnerUrquell,2007-01-02,"1,709",285,12516,10,0,51,80%,0%,1994,0.0
28IFD,trjm****,trj,2022-01-21,241,28,608,30,0,45,54%,0%,269,0.0
dWlSD,allf****,슬기로운의사생활,2021-07-12,"1,130",115,4076,124,1,158,50%,1%,1245,0.0
2qSMG,livl****,liv,2006-07-20,193,148,3890,6,1,10,53%,17%,341,0.0
2ZXNg,pky9****,pky,2017-06-12,"1,087",139,15503,32,1,72,62%,3%,1226,0.0
3gAjH,shs3****,shs3835,2013-03-07,"5,783",234,41285,146,1,419,81%,1%,6017,0.0
652zG,sagi****,거품 5G네,2014-01-04,240,10,1447,30,0,41,59%,0%,250,0.0
1Kqzy,and1****,영자언니,2019-03-04,237,83,1167,11,0,50,93%,0%,320,0.0
aLHra,didc****,did,2018-05-27,"3,308",118,6924,58,0,190,68%,0%,3426,0.0
3mDan,capa****,Charles Hwang,2007-12-05,"8,755",54,33014,167,0,513,75%,0%,8809,0.0
1exr2,wowg****,도위,2012-09-21,304,729,7085,2,0,30,75%,0%,1033,0.0
1ZaUJ,kpha****,데이비드 한,2007-11-27,"2,621",884,14740,14,0,40,70%,0%,3505,0.0
9RTe2,chna****,평택,2017-08-02,556,32,1913,189,2,581,64%,1%,588,0.0
3wYoX,gree****,greenno100,2014-12-18,"6,692","2,984",56652,60,20,445,70%,33%,9676,1.0
1QRaA,ceol****,Mania,2008-06-10,"5,494",68,41767,111,1,486,80%,1%,5562,0.0
3qwiy,fill****,fill2006,2016-10-13,"6,790","4,041",26395,478,0,"1,653",67%,0%,10831,1.0
29YeY,skle****,이상경,2007-06-26,198,10,766,3,0,6,60%,0%,208,0.0
5o0dt,tk11****,tk1,2019-01-14,359,1,1683,9,1,32,68%,11%,360,0.0
Wcia,love****,lov,2021-07-22,273,58,273,17,0,17,57%,0%,331,0.0
kBHX,hany****,hanykms,2007-04-02,"3,600",197,24938,67,0,169,55%,0%,3797,0.0
5GxSU,sscc****,쇼군,2017-04-07,274,218,608,13,0,8,89%,0%,492,0.0
ecQi9,back****,bac,2021-10-25,709,34,1717,120,50,135,71%,42%,743,0.0
1UGdh,bost****,지나가는사람,2013-01-15,530,80,14200,50,7,917,94%,14%,610,0.0
1mWlj,bimo****,bim,2006-06-01,433,14,1749,134,21,406,79%,16%,447,0.0
2X1At,yipa****,yipark2202,2006-10-18,"3,279",151,12814,33,0,66,55%,0%,3430,0.0
rdLh,eind****,팀,2010-05-20,"1,446",363,9374,7,1,11,79%,14%,1809,0.0
3qREp,maum****,maum0123,2008-02-17,"12,037",159,72141,128,0,130,55%,0%,12196,1.0
Lmt3,djl0****,djl0929,2006-06-21,"19,760",7,67930,110,0,165,77%,0%,19767,1.0
13qbO,han2****,han,2018-10-09,570,0,2829,4,0,1,17%,0%,570,0.0
cZJn7,wjs2****,wjs,2020-08-01,610,16,2557,2,0,0,0%,0%,626,0.0
5dsKV,hyou****,hyo,2013-04-12,"4,705",149,42215,18,0,30,39%,0%,4854,0.0
39Est,turt****,슬프다,2013-01-07,116,185,2811,7,0,"1,829",99%,0%,301,0.0
5na1N,ykl9****,없음,2013-01-05,"7,609",388,48721,327,23,850,67%,7%,7997,0.0
2wIMI,ab12****,ab1,2022-02-21,261,92,1356,69,0,205,75%,0%,353,0.0
1Y9f0,trcm****,하이퀸,2006-07-02,611,174,2124,95,9,301,82%,9%,785,0.0
Fi7i,109o****,109ohcheol,2010-04-02,"3,563",597,12977,128,0,352,74%,0%,4160,0.0
pQnl,smdd****,smd,2014-02-25,"15,576","3,647",101790,255,0,377,59%,0%,19223,1.0
4aa79,fakj****,fak,2019-05-16,157,72,463,21,0,57,53%,0%,229,0.0
1JocW,tisy****,피닉스,2006-07-13,982,101,5187,4,0,1,100%,0%,1083,0.0
2lIyo,urba****,쥬니퍼,2006-09-29,992,"1,111",10256,117,0,271,63%,0%,2103,0.0
1As8V,web_****,이지스,2007-03-14,"1,573",18,3285,134,0,262,83%,0%,1591,0.0
2I0BC,pite****,용감한하은,2017-04-03,70,150,524,15,0,5,45%,0%,220,0.0
38MBW,alsr****,멋지마기,2017-07-02,814,396,18069,16,0,51,73%,0%,1210,0.0
14lp1,kjk6****,kjk,2013-09-11,"1,732",588,6270,211,1,509,60%,0%,2320,0.0
7mOIX,zeph****,zep,2019-09-17,"6,322",453,106598,145,7,"1,772",73%,5%,6775,0.0
1S3oX,puri****,pur,2012-06-14,"3,899",505,51900,33,0,89,87%,0%,4404,0.0
O5eL,wild****,als3333,2006-05-11,414,258,3032,9,0,31,94%,0%,672,0.0
2t5gi,tony****,하하,2014-02-24,73,23,280,1,0,3,100%,0%,96,0.0
2CcAu,navy****,후니훈,2012-05-18,524,290,2495,1,0,0,0%,0%,814,0.0
Kbk0,cjh8****,cjh,2006-04-19,"1,574",580,7703,9,0,32,78%,0%,2154,0.0
11oWk,khy1****,힘내,2006-05-25,"8,788","2,014",53244,42,0,122,85%,0%,10802,1.0
PSMA,swoo****,최진영,2012-06-20,"2,865",369,9544,61,0,120,59%,0%,3234,0.0
35Dmp,whgu****,IlIllIllI,2008-06-14,"16,635","4,400",102868,317,4,"1,161",89%,1%,21035,1.0
5glle,jame****,jam,2013-10-01,499,155,3520,0,0,0,0%,0%,654,0.0
4MLor,jwad****,안녕맨,2012-08-23,439,128,2929,27,1,48,80%,4%,567,0.0
2ceQG,rome****,파란피Ace,2008-06-18,"3,366","1,014",20035,63,0,144,63%,0%,4380,0.0
10kq2,oxdr****,oxdr0000,2020-02-19,534,3,1339,3,0,0,0%,0%,537,0.0
2wk7m,6635****,6635471,2006-12-10,"5,131",453,34778,66,0,260,70%,0%,5584,0.0
3eUaM,flkj****,나무,2015-02-22,994,"1,058",7977,13,0,21,58%,0%,2052,0.0
bLxnh,gtre****,gtr,2019-04-12,"1,257",65,9485,0,0,0,0%,0%,1322,0.0
2jUqt,hsd4****,방아간,2006-07-24,"1,878",225,8755,27,0,47,54%,0%,2103,0.0
pihu,arch****,리베스킨트,2006-12-15,"1,409",627,5027,93,1,79,42%,1%,2036,0.0
2cfwu,dhep****,원식,2010-04-07,339,508,880,51,0,156,85%,0%,847,0.0
6kaTL,21ak****,21a,2017-06-15,"6,658",131,20709,59,0,240,71%,0%,6789,0.0
17mF6,kshn****,ksh,2008-04-29,"7,043",0,26815,373,67,931,62%,18%,7043,0.0
8F5Vq,moon****,moo,2016-09-28,"3,686",0,17041,44,0,78,84%,0%,3686,0.0
3fZRZ,nako****,럭셔리한 낙지,2019-07-11,"2,488",788,11487,26,0,52,75%,0%,3276,0.0
6hUMn,rlaw****,김재호,2021-11-29,139,15,293,0,0,0,0%,0%,154,0.0
2NclH,pjhe****,신사J,2014-05-08,266,206,17239,52,0,252,72%,0%,472,0.0
3VDYS,leek****,꼬마,2020-12-27,429,0,1709,21,0,34,85%,0%,429,0.0
2tpgD,chj5****,chj,2007-01-14,"2,042",2,12095,97,0,93,64%,0%,2044,0.0
7VRX8,epik****,epi,2020-02-20,"3,843",268,5403,101,0,128,60%,0%,4111,0.0
19Xek,si12****,si1,2007-07-30,"1,185",263,3220,152,1,345,68%,1%,1448,0.0
2umzi,smpu****,Jin,2015-05-26,"1,432",145,8922,123,0,412,83%,0%,1577,0.0
5TZ7g,esda****,송백,2016-08-16,942,43,3774,10,0,28,74%,0%,985,0.0
B6m2,chro****,킬러비,2006-11-17,773,304,1896,0,0,0,0%,0%,1077,0.0
3LtBN,jid0****,684,2009-11-06,"2,766",756,23124,11,0,18,82%,0%,3522,0.0
3qNGt,jp36****,jp3,2012-03-13,"1,931",164,5044,93,0,141,50%,0%,2095,0.0
2rjzc,ktmf****,JSM,2008-05-07,"1,094",405,12692,6,0,52,96%,0%,1499,0.0
2tsA7,mshi****,mshins114,2019-05-14,"3,673",140,18935,100,0,519,60%,0%,3813,0.0
6hKkO,0614****,깨시민,2019-08-15,277,23,833,12,0,34,81%,0%,300,0.0
NbQp,cks3****,cks3364,2014-04-16,"1,232",43,6558,8,0,2,67%,0%,1275,0.0
2DuKn,fore****,dreamflight,2006-04-26,"6,261",98,102872,7,0,4,27%,0%,6359,0.0
42NEM,cjle****,cjl,2015-01-05,"1,591",138,9410,16,0,136,71%,0%,1729,0.0
3EfGu,kdc1****,덕팔이,2016-08-01,393,67,765,31,0,22,51%,0%,460,0.0
45cxE,qkrr****,쇼니아빠,2012-04-03,"2,625","2,849",24459,63,0,63,66%,0%,5474,0.0
3X0PB,hgol****,hgo,2018-10-02,667,110,2809,29,1,69,76%,3%,777,0.0
27UYu,powe****,poweram,2016-08-09,"2,801",111,12302,211,1,907,91%,0%,2912,0.0
86VMp,sunk****,sunkbkim,2016-06-27,"1,093",430,2227,61,0,70,67%,0%,1523,0.0
alhma,ybs7****,ybs,2020-05-20,324,86,1144,28,0,69,61%,0%,410,0.0
1dAvc,sall****,세상의 보물,2012-09-19,"8,060","2,111",38657,241,5,400,66%,2%,10171,1.0
5eHtQ,kygl****,배따라기,2013-07-01,678,749,2202,27,0,22,46%,0%,1427,0.0
3woFS,smsb****,ICHIDArch,2009-04-18,"3,450",151,20349,52,0,463,70%,0%,3601,0.0
3cQKD,tbqk****,tbqkdls77,2008-06-11,"3,072","1,894",126876,155,22,294,47%,14%,4966,0.0
2hGn6,kys5****,킁킁이,2020-04-17,"1,394",67,3330,44,1,154,72%,2%,1461,0.0
2iITA,kps8****,kps,2013-08-23,99,3,601,17,1,360,82%,6%,102,0.0
1ePMt,keyn****,keynet,2007-01-25,"4,867",235,56368,32,0,85,69%,0%,5102,0.0
N3y1,redr****,레드링,2006-08-02,"1,524",151,21155,5,0,3,60%,0%,1675,0.0
1fRSx,whit****,whitemon78,2014-10-02,223,260,2017,1,0,13,93%,0%,483,0.0
2d8pd,linj****,lin,2014-08-30,"12,099",212,46355,322,4,942,76%,1%,12311,1.0
gbmH,pcs1****,진보라,2006-06-24,"5,767","1,040",22610,221,2,324,57%,1%,6807,0.0
2vzkY,7301****,730,2016-03-19,"2,060",195,12548,20,0,653,98%,0%,2255,0.0
1FrlR,coup****,coupejun,2006-06-05,"5,557",61,7970,167,0,714,64%,0%,5618,0.0
3KGoK,kimi****,kimi1985,2009-10-30,"4,956",20,28830,26,0,33,65%,0%,4976,0.0
23F08,kydc****,kyd,2019-08-15,"4,878","3,066",22468,8,0,27,90%,0%,7944,0.0
23pWn,jjsi****,송두리채,2006-04-07,"3,998",8,26327,34,1,85,80%,3%,4006,0.0
3eAx6,llis****,llissun2,2007-07-29,965,207,3143,57,0,141,70%,0%,1172,0.0
6yfXU,h0ng****,물깊죵,2015-06-22,"1,506",151,9756,0,0,0,0%,0%,1657,0.0
2PI3U,sjym****,sjymj9,2013-07-12,"4,646",451,32289,106,0,303,72%,0%,5097,0.0
4ies2,cysc****,anaud,2021-11-18,"1,997","1,623",8780,847,7,"3,189",54%,1%,3620,0.0
1Jh5H,bcyo****,bcyoo1823,2012-08-25,"6,381",2,30218,156,0,417,64%,0%,6383,0.0
7RM8G,asun****,asu,2017-08-02,"7,233",7,16702,302,0,242,56%,0%,7240,0.0
13qYN,suga****,컨트롤씨박사,2016-10-26,"1,926",773,7275,597,2,"1,347",64%,0%,2699,0.0
49YUA,wk36****,wk3,2022-03-14,224,1,278,0,0,0,0%,0%,225,0.0
2Sdsq,sian****,sia,2020-11-20,"1,504",9,3896,30,0,81,84%,0%,1513,0.0
c7DGH,kos6****,짱구,2019-09-11,723,7,948,5,0,1,50%,0%,730,0.0
31WM8,mylo****,myl,2013-09-18,250,224,2146,52,0,303,72%,0%,474,0.0
cBz9c,dltj****,설견구,2020-04-08,421,23,1056,13,1,12,75%,8%,444,0.0
3RwwV,bcs4****,bcs,2018-12-04,"1,369",17,4663,91,0,133,72%,0%,1386,0.0
3acDB,knig****,하얀사자,2007-06-08,"2,781",148,15683,121,1,"1,130",86%,1%,2929,0.0
1Mwqv,shin****,shi,2020-04-01,47,0,32,2,0,1,100%,0%,47,0.0
2zW7N,s199****,코브라,2006-12-23,52,72,69,0,0,0,0%,0%,124,0.0
13AdT,qp82****,주영,2011-06-27,298,500,3182,3,0,4,27%,0%,798,0.0
5pQhJ,kjgm****,kjg,2013-08-16,757,57,1972,32,0,150,97%,0%,814,0.0
53lCI,ccc3****,행복한 하루 보내세요,2019-07-22,444,54,1744,23,0,40,55%,0%,498,0.0
LzLx,junh****,junha75,2006-06-03,"2,693",180,9550,162,49,411,73%,30%,2873,0.0
2WnL2,wt4g****,Sgt Dominic,2007-08-03,"4,459",511,13992,95,11,220,89%,12%,4970,0.0
14aSE,wa10****,항상걷는다,2013-03-13,"8,095",66,179619,72,0,201,83%,0%,8161,0.0
2KAsx,chil****,지름길,2016-11-18,"4,198",84,39775,9,0,34,83%,0%,4282,0.0
18Cmg,samp****,광교곰,2006-06-26,"13,356",428,64034,364,2,605,60%,1%,13784,1.0
2hWQH,lifl****,감옥전함,2006-08-16,"2,496",344,10779,13,0,8,73%,0%,2840,0.0
6asaf,myeo****,mrg,2014-03-20,"28,205",0,135564,292,0,256,55%,0%,28205,1.0
2RgxA,j912****,j91,2019-01-16,"2,615",0,17497,7,0,45,92%,0%,2615,0.0
3ytCB,wjs8****,I am K,2017-11-15,"8,134",51,72504,191,20,"1,321",93%,10%,8185,0.0
p4kV,book****,언더형님,2006-04-10,"3,998","1,839",67004,5,0,15,58%,0%,5837,0.0
2aIFY,dhwu****,Kick,2006-04-10,"5,457","1,275",68268,57,0,61,69%,0%,6732,0.0
2Qu6F,axdf****,피곤하구만,2015-02-08,223,205,1098,9,0,92,95%,0%,428,0.0
34Tpg,dnjs****,The 빈,2015-06-15,"2,060",246,18230,140,0,346,89%,0%,2306,0.0
31m49,wjdd****,wjd,2006-12-29,"1,571","1,185",3615,54,0,70,48%,0%,2756,0.0
cQ2wC,kkk1****,법꾸라지조국,2020-06-15,"5,072","1,416",19825,197,5,410,59%,3%,6488,0.0
1pVZI,m010****,산들마을,2012-12-11,"8,713","1,628",65576,477,6,782,74%,1%,10341,1.0
1ypr5,tdpl****,tdp,2006-09-03,151,221,914,1,0,4,100%,0%,372,0.0
5u5Qn,ch01****,ch0,2016-01-02,"3,677",566,13372,292,4,615,64%,1%,4243,0.0
3gftZ,want****,wan,2018-11-22,"1,729",605,4758,53,0,190,58%,0%,2334,0.0
371tU,limj****,하이브리드,2017-03-05,85,5,305,26,5,61,66%,19%,90,0.0
30auy,viki****,율이 아빠,2013-09-02,155,32,255,18,0,8,38%,0%,187,0.0
1RsXn,yose****,축복이아빠,2008-06-03,860,8,4738,48,1,80,52%,2%,868,0.0
5mbzG,ginn****,모두,2020-12-13,568,0,5953,70,0,246,87%,0%,568,0.0
34y6g,noh2****,noh2987,2012-04-25,502,896,18601,4,0,2,67%,0%,1398,0.0
bL7B,hhob****,류호열IIz9PaPA,2010-07-03,"2,968",268,22499,31,0,62,78%,0%,3236,0.0
41uIi,call****,조감자,2013-10-05,"1,766","1,070",13224,40,0,125,89%,0%,2836,0.0
e96x2,youn****,you,2021-09-28,"1,047",88,3096,80,0,155,58%,0%,1135,0.0
3kk3T,pdru****,Nine blue,2014-05-16,"2,287",27,9264,84,0,338,86%,0%,2314,0.0
bnc9T,ange****,저승의종소리,2019-02-06,"3,617",223,52811,78,16,356,75%,21%,3840,0.0
a749y,kym5****,antivat,2017-10-05,"7,091",466,13353,0,0,0,0%,0%,7557,0.0
28fcF,bing****,투리사즈,2007-06-13,342,539,3830,9,0,318,98%,0%,881,0.0
q9MJ,choh****,chohanm,2008-04-03,"4,649",24,20994,82,0,101,71%,0%,4673,0.0
1CDaB,diki****,dikim2848,2014-06-04,"1,052",91,5467,22,0,94,91%,0%,1143,0.0
2pXxe,will****,willisyoon,2015-02-23,"1,299",1,3630,36,0,76,40%,0%,1300,0.0
148z9,h200****,h2000,2006-06-01,997,236,3446,6,0,5,100%,0%,1233,0.0
a6gkJ,gmlt****,신투잭,2018-01-17,"2,501",850,14417,316,4,"1,265",82%,1%,3351,0.0
GdVe,euji****,so곰탱이so,2013-11-22,604,705,2035,42,1,83,67%,2%,1309,0.0
4pLHY,khss****,Kimseok,2018-01-21,"1,522",22,2920,79,5,132,67%,6%,1544,0.0
2I8W,live****,너른터,2012-11-01,"3,988",495,18615,417,4,"2,307",82%,1%,4483,0.0
3DPVZ,j_sa****,뭐래,2008-10-25,304,228,1582,15,0,33,87%,0%,532,0.0
2o7bu,roke****,꿀,2018-11-17,"2,048",365,5118,32,0,66,69%,0%,2413,0.0
ZZaF,kyu4****,kyu4759,2017-03-11,"10,775",4,149912,0,0,0,0%,0%,10779,1.0
k30c,rgrg****,오늘도무사히,2021-03-14,178,7,408,1,0,10,100%,0%,185,0.0
dwHHl,2ers****,2er,2021-02-12,"1,010",58,3791,93,0,95,39%,0%,1068,0.0
28gNi,ryuh****,에셈마터,2008-04-01,"1,162",543,22118,37,0,341,91%,0%,1705,0.0
1Nwuh,boss****,보스,2016-09-30,"6,932",1,16988,93,0,61,49%,0%,6933,0.0
2hdFX,cnk2****,cnk,2013-03-18,37,1,85,19,1,22,73%,5%,38,0.0
1FFU8,jrki****,좋은사람,2012-12-21,"2,331",480,9425,108,8,253,87%,7%,2811,0.0
TdoU,mega****,슈퍼곰,2006-04-14,"7,714",854,27031,288,0,"1,047",85%,0%,8568,0.0
5O8Ci,jerr****,성태건우보민,2014-01-11,883,13,2187,53,0,75,77%,0%,896,0.0
2A0PN,ludo****,hyperdex1,2006-06-01,"5,959",536,12776,79,0,148,79%,0%,6495,0.0
4WYdZ,hanh****,han,2014-02-24,500,112,4820,172,11,907,65%,6%,612,0.0
4ZCms,mado****,땜쟁이,2016-01-19,143,173,364,8,0,14,78%,0%,316,0.0
3zzTm,daej****,한번도경험하지못한,2008-07-26,"3,549",337,28216,11,1,44,85%,9%,3886,0.0
1xjuN,inba****,금강송,2020-12-14,"1,383",74,3440,36,0,55,55%,0%,1457,0.0
25zuW,kodo****,신세계,2020-06-26,783,100,5416,10,0,63,85%,0%,883,0.0
OLBi,moos****,무시로,2007-09-01,"6,148","1,346",57885,165,1,"4,265",86%,1%,7494,0.0
2s4B8,colo****,클라스,2012-09-26,"8,338","2,825",40712,583,0,"2,668",72%,0%,11163,1.0
2FYBb,hero****,hero1973,2008-06-07,974,634,5014,4,0,138,99%,0%,1608,0.0
22PVv,yeji****,yej,2013-03-11,154,459,1245,32,0,52,60%,0%,613,0.0
9CDhk,jmdk****,김억,2018-07-12,"5,806",781,18963,26,0,49,69%,0%,6587,0.0
3V73h,bbll****,bbll9325,2013-05-07,90,5,507,37,16,17,63%,43%,95,0.0
o5zX,amwa****,백대식,2014-10-20,"1,891",672,11206,127,1,434,73%,1%,2563,0.0
2c5al,ygi2****,비키,2013-06-28,"6,866",290,37785,165,5,667,56%,3%,7156,0.0
2HB1v,youn****,tgmoky33,2017-02-22,"5,565",855,9972,135,0,244,64%,0%,6420,0.0
5VL0P,bbjj****,한정모,2017-02-25,"5,392",490,13552,232,6,382,76%,3%,5882,0.0
rzuO,leej****,계좌불러봐,2006-06-15,"6,504","1,017",55898,245,4,"1,726",83%,2%,7521,0.0
LEnZ,yoyo****,기상,2018-10-12,557,4,1338,161,2,520,66%,1%,561,0.0
1jryD,juju****,22나래,2014-05-01,524,"1,344",5978,225,2,"1,357",85%,1%,1868,0.0
1ck7d,fine****,고진감래,2013-10-19,137,7,490,12,1,11,85%,8%,144,0.0
1glPG,yeso****,본드,2013-04-27,91,4,559,6,0,5,71%,0%,95,0.0
1tTXq,ssdl****,inesse,2017-07-03,547,363,3193,112,3,899,95%,3%,910,0.0
6op3V,trad****,네버기브업,2014-07-30,127,11,2174,0,0,0,0%,0%,138,0.0
5WJvZ,yyk5****,보리,2014-04-26,47,8,7314,13,1,46,82%,8%,55,0.0
1AOo6,xoxo****,마블링,2007-04-26,"2,931",109,67830,153,138,454,82%,90%,3040,0.0
6wxTF,tina****,tingso,2016-06-18,"1,076",113,5373,8,0,25,54%,0%,1189,0.0
1MOps,jmhe****,솜다리,2017-04-28,535,5,2396,1,0,2,100%,0%,540,0.0
5cugs,wram****,힘드러쩌,2015-08-11,"12,275",1,101567,404,151,989,66%,37%,12276,1.0
1wThF,jws2****,jws2713,2007-06-29,"6,943",827,59609,172,0,"1,320",78%,0%,7770,0.0
coCdb,cbjc****,cbj,2020-01-14,"5,271",30,21206,65,3,160,86%,5%,5301,0.0
2mxxt,blue****,모닝구무스메,2007-07-12,"10,109",299,119286,43,0,148,77%,0%,10408,1.0
4KxWN,gwak****,gwa,2014-02-12,"1,474",2,4342,98,0,244,74%,0%,1476,0.0
acwjz,wont****,아 주식아,2017-12-29,"7,266","4,796",31403,687,2,"1,332",50%,0%,12062,1.0
3HGSz,minu****,minuka11,2018-10-24,448,23,2742,9,0,41,56%,0%,471,0.0
2gMyS,bela****,집돌이,2013-12-10,"1,807",139,5330,22,0,25,89%,0%,1946,0.0
34AAk,pch8****,pch,2016-12-21,"3,590",170,13906,16,0,49,92%,0%,3760,0.0
Ympj,kji5****,kji,2013-08-04,"2,454",3,11778,3,0,3,100%,0%,2457,0.0
FbI0,dany****,dan,2019-12-10,729,5,1021,6,0,6,17%,0%,734,0.0
oVfX,tjsd****,tjs,2018-08-27,"2,315",386,15837,0,0,0,0%,0%,2701,0.0
35MQ0,mjl7****,mjl7748,2016-06-07,"22,785","1,534",145687,798,4,"3,904",74%,1%,24319,1.0
17rG2,onor****,AFS,2006-07-11,"3,825",784,30180,48,2,94,78%,4%,4609,0.0
ICSS,ghtm****,한국사,2007-08-25,"3,532","2,256",29282,60,1,179,57%,2%,5788,0.0
Rhfw,boyt****,팩터,2006-10-22,"2,814",759,10297,103,0,235,72%,0%,3573,0.0
1D0Ng,ick2****,신중하게 한걸음씩,2014-05-05,637,53,4437,2,0,19,68%,0%,690,0.0
2v52E,kjhj****,kjh,2020-12-14,104,24,607,2,0,2,67%,0%,128,0.0
eEZC,yjjy****,뭔교이게,2017-05-11,"3,080","1,357",18670,63,0,230,62%,0%,4437,0.0
YFet,smtr****,New and Old,2007-07-26,"6,229",204,44964,235,1,"1,140",72%,0%,6433,0.0
3aPE3,kt02****,쏘낙,2007-06-13,484,25,2157,5,1,10,100%,20%,509,0.0
3r0Z9,jw49****,jw4992,2008-02-21,"11,145","1,142",139644,273,17,"2,346",88%,6%,12287,1.0
3NoAd,yuli****,땅이 울 때는 흙흙,2012-06-07,"2,914",918,18595,29,8,180,93%,28%,3832,0.0
2kFzc,acro****,뿌셔뿌셔,2010-02-10,832,228,8040,89,15,139,57%,17%,1060,0.0
2XtoD,jima****,시대보다뜨겁게,2017-07-04,600,128,4162,0,0,0,0%,0%,728,0.0
Kve8,lsm2****,먹스타그램,2008-06-30,322,0,924,7,0,16,100%,0%,322,0.0
12RTQ,eric****,eric4u44,2009-01-28,"6,532",452,67995,211,2,783,76%,1%,6984,0.0
X7wc,csco****,썬키스트,2006-07-01,427,127,561,1,0,1,100%,0%,554,0.0
5DahN,cjwo****,도전,2016-01-09,893,0,697,5,0,1,13%,0%,893,0.0
